score	review
4	I like it my son can watch his 2 favorite shows with out any problems
4	my son loves it, is on it all the time, loves all the games. always trying to download all things all the time.
4	Serves its purpose for the price. Would much rather have the iPad for ease of use, but it is well protected and good my my toddler to play with and not make me worry about it being broken.
4	Good tablet for young kids. Battery life could be better
4	Bought this for my wife and she loves it! This was our third kindle over a period of many years'Can't go wrong for the price.
4	Got it on sale and it's good for what you pay for instead of paying a lot of money on an iPad.
4	It works well for what I needed. I purchased for great price on black Friday.
4	Purchased for 8 yr old daughter. It's easy for her to use and allows me to set time limits on her game, internet and streaming.
4	I got this for my son to play games on soI could get my iPad back. Personally I think it's a great little tablet for kids and or for reading. Other then that it's not a high powered game playing tablet or anything to keep lots of storage on. But it works for what it's intended for andI have no problems.
4	I got this for reading books, I still like ipad better though.
4	I wanted something bigger than my phone for reading. I was looking at the kindle fire, and the regular kindle e-readers. I liked the paperwhite and voyager, but they didn't have the ability to play audiobooks. I decided to go with the fire because even though it will be mostly used for reading, I can do many other things with it for a cheaper price.
4	It's good for small children. They cannot get to setting too easily
4	Good tablet but no YouTube kids like on iPhone. Don't expect iPhone/pad quality very basic AppStore for children
4	Enjoy reading books on it as well as viewing videos.
4	Cant beat it for the money, plus its very durable....
4	Nice little tablet for the money. A few ads to deal with.
4	Does the trick. This is a good tablet for the price.
4	I've had iPad mini's before so this tablet in my opinion can't compare. However, that being said. I bought this tablet for the purpose to watch Netflix and read books on. In my opinion it handles these two task perfectly. The screen isn't as clear and crisp like other tablets but hey I didn't pay $300 for it either. I like this size and it seems fast. I'd have to say I like it a lot. On another note, I'm giving this review only 4 stars because i am absolutely annoyed at Best Buy and their shipping. This is about the 3rd time I've ordered a product and had it shipped to me and Best Buy said it would be here at a certain date and UPS screws It up every time. Don't have any issues anywhere else but always when I order from Best Buy and have it mailed to me. Anyways, the tablet is good for the price and I'd recommend it over any other lower end teblets.
4	It was a good gift for the price and had many features and options
4	It's a good starter tablet, to bad it runs on the Amazon OS.
4	Nice screen, got it at discounted price for my kid, replaced a smaller one he broke. Tip add a child proff cover. The migration executive experience amazing! Picked up from cloud and i was good to go!
4	Screen is good . Lack of Google play kinda hurts but you will survive. The issue of back buttons or multifunction buttons is that sometime they don't appear when you need them.. as they are part of the screen . So you have to kinda summons them which is a pain
4	So I think I would have rated 5 stars however when I got my tablet home my 8 year old used it for a total of 2hrs...the next day it had a reboot screen similar to Dos windows. Excellent customer service at store allowed me to exchange next day. No problems with the second one. Great tablet for the price.
4	Got it last black Friday. Was looking for a cheap decent tab. Could've been better if there was a mirroring capability.
4	I bought this tablet to be pretty much exclusively an e-reader. It's actually cheaper than most of the kindles. For that limited use, it works fine. I don't think I would want to use it as a general purpose table (too slow!). Makes a fine e-reader though. As for recommending this to a friend, I would, but would make sure they knew what I use it for.
4	It's not a regular tablet but I just use it to use Facebook
4	I am satisfied with my products. I look weekly for a good deal. I look forward to more deals
4	A good choice for younger children. I bought for a 4 year old to replace a Nabi. However it doesn't have as many app choices as an Android device
4	My son just loves it and he thinks it's easy to use and the case that comes on it has saved it
4	Nice tablet, great price for the product makes a good gift for someone.
4	Bought for my kid - 5 year old Kid. Worth a buy. Recommended.
4	I bought this for my 3 year old son for Christmas. It keeps him busy while my wife and I take him out to dinner at a restaurant. It's relatively easy to use and he likes some of the kids videos we downloaded for free.
4	Only cost me $59 at Black Friday. Good deal. Way cheaper than an iPad of which I have several. This was for my young kids. The only knock I have has to do with the you tube kids app for this vs apple products. On apple, you tube kids allows you to speak your search. You only have the option to type the search in for this which is problematic for young children who cannot read or write
4	This was a good pick for first kids tablets. I just wish getting to their apps was a little easier
4	But the youtube app has so many ads it has the kids on all kinds of stuff.
4	Good kids tablet for games and videos but the charger is pretty annoying.
4	Good quality little tablet, great for kids. Locked down and does not run full Android so you cannot use google play store apps.
4	Not very user friendly, in addition the camera exposure is not sharp enough. However a great tablet for a child to play with.
4	I like this tablet, its thin, light and easy to use. It's great for kids and adults as well.
4	I purchased this item for my husband and he has liked reading Kindle books on it and the other features like Silk, etc. Light little tablet with good features.
4	Great tablet for a kid enjoys very much would buy again
4	Bought this for my 87 year old grandmother who wanted to be able to play games and read books from the library. My aunt lives with her and can help her use it so its perfect for that type of user. After playing with It, I would consider it for just about anyone other than a hardcore user that wants the latest and greatest tech. if you are tech saavy, you can do more with these Fire tablets than advertised.
4	good little tablet. I use it for entertainment. no issues hooking it up to my network.
4	Great for media consumption. Screen seems sharp enough unless you get unbearably close to it. Wifi connectivity is good. Speakers sound poor but I didn't expect any better from an 80$ tablet. Have had this tablet since November and is still going strong. Only complaint is the slow charging. but it isn't too bad.
4	I previously owned a Samsung Tab3. As a media device (for reading, viewing, listening, playing), the HD8 is fine, even a step up in screen size, clarity, and ease of navigation. However, the proprietary nature of Amazon's apps basically eliminates (for me) using it for work (e-mail, document & spreadsheet storage/retrieval/editing). Since I didn't buy it for its work capabilities, that's fine, but I think that would be annoying to a specific segment of potential users. At some point I will probably spring for a more-expensive updated Samsung tablet (or Windows Surface, if I'm feeling reckless), and the HD8 will probably be passed on to my 9-year-old.
4	My 9 year old loves it. Good control options. Just need to figure out how to get the Web browser on her side.
4	Bought this for my 5 year old son. He navigates through apps and sites easily. The built in Wifi is helpful for car rides. Parental controls blocks him from buying every download he finds attractive. We're still trying to figure out how to get Alexa to audio respond.
4	Decent tablet for the price. My kids love them!!!!
4	For the price, this tablet is not bad. I found a couple of things that is a bit annoying. Every time you turn on the device, ads will appear in the lock screen. Also the picture gallery, it takes several minutes to load. The wait is very annoying.
4	the tablet was on sale for a good price, and they had enough in stock for the CHRISTMAS season> grand children were thrilled.
4	This is a pretty reliable tablet especially for the price.
4	A great watch. I bought it for the heart rate feature and it is pretty accurate.
4	good for reading for a long hours since battery last over 6 hours. I will recommend it to my relatives and friendas
4	Good product if you don't want to spend money on iPad. Great just for surfing internet.
4	Great for beginner and intermediate. Highly satisfied!!!
4	I am very happy with my product. It's nice fancy HD is very cool. I am able to see and read my books in full format now. Thank you.
4	I am very pleased with my purchase the tablet is a great project is there a product is very versatile
4	I bought this for husband for Christmas. He loves it. It fits his needs perfectly. I would recommend this product.
4	This is a good product for your money. It's basic it does the job.
4	This is my 2nd tablet and it works great with downloading
4	This is my third Kindle Fire. It works beautifully. The only problem I have is little details that are different from previous model. (I'm getting used to it!) As I go I'm learning.....
4	Very good product that I purchased for my godson. The only issue is the charger / charging port is having some difficulties. Will be bringing back to the store to have it looked at. My just be my 2 year old godson being a kid with it :) He loves it otherwise.
4	Received this tablet as present for young grandson. While I am not an Amazon tablet fan (don't like hybrid operating system), this device meets all the requirements I had hoped for: ease of use, optional micro SD capacity, and plenty of internal memory.
4	Bought 2 of these for my 6 and 8 yr old and it said it came with 32gb storage but actual storage was a little less, cant remember exactly how much probably around 20gb with the other necessary programs that come already pre-installed. They mainly use it for games and have downloaded many games on them. There is room for external storage and it also has a front and rear camera. love the product. comes in different color as well. I got the blue!
4	Bought 2 of these for my 6 and 8 yr old and it said it came with 32gb storage but actual storage was a little less, cant remember exactly how much probably around 20gb with the other necessary programs that come already pre-installed. They mainly use it for games and have downloaded many games on them. There is room for external storage and it also has a front and rear camera. love the product. comes in different color as well. I got the blue!
4	Good product for listening to and reading books. Also works well when u don't want to carry an expensive and heavy laptop.
4	I enjoy the product. It was easy to program. My toddler pushed a button that changed the setting. I took the product to the store and the kind salesman corrected the product.
4	My grandson really enjoyed this product. Good deal.
4	Good quality product. Clear display and easy to use.
4	Great for what it is. The product is solid. Got it as a gift for family.
4	Bought this for my 3 year old and it is great. Wish it had a bit more storage but overall very happy with my purchase.
4	Nice size screen easy and light weight to take to class
4	My 8-year-old grandson is able to access all the games he's used to, but also many new games and videos. He finds something new to do almost every time he turns it on.
4	I use this primarily as a reader
4	We have the smaller one, and been great. This one is even better, because of the size.
4	Does all basic functions of a tablet. Hardcore users may want an iPad.
4	Bought for my wife.. she loves it.. took some getting use to though but she is doing well with it
4	Good small tablet for all purposes for reading, playing games
4	Good tablet, great price, easy to use, pick up simple
4	I use it at home instead of a computer. I gave it four stars instead of five because it seems to lose wifi frequently. However this could be due to house wifi issues. The tablet is fast and easy to use. Love the ease of downloading books.
4	My grandkids love's it always on it great learning tool
4	Tablet is working good for what we wanted it to do.
4	The Amazon - Fire Kids Edition - 7 Tablet - 16gb - Pink is a great tablet
4	The amazon kindle is nice, portable and very easy to use.
4	The tablet works good.. good price point .. would buy again
4	This Fire tablet is overall a good size, and has great features!
4	This is a good basic tablet. It does every thing it is advertised well. Great if your a real amazon fan.
4	Works great prety fast operating system dosent heat up
4	If you enjoy reading you will not find a better device. Excellent price for a product of this quality
4	My children love it. Los of different things they can do to learn
4	Purchased this for my 83 year old mother to primarily use as an e-reader. It seems as this may be easier for her to see than an actual book. She does not always find new technology easy to use, but seems to be doing ok with this tablet. She also is using it to play solitaire and possibly some other games.
4	Tablet is easy to use, however only allows 48 hours of offline viewing when movies are downloaded, then must be reset online again. This is an inconvenience. Other than that one issue, I am very satisfied with the tablet.
4	This tablet has served it's purpose, it keeps my little one entertained with age appropriate sites and apps.
4	Good tablet for basic needs. Screens resolution is pretty good. Mostly using for reading and sometimes for watching movies/shows. Great feature is the possibility to use the card to expand the memory. Good product for great price!
4	The first tablet I bought was good at first until it stops charging. I went to best buy to check it and they said that everything is okay. We tried it again at home and it was the same thing, it charged for a few min until probably 2% and will stop. I brought it back to the store and they replace it with a new one. So far I don't have problem with it as well as the other 2 tablets that I bought together with the first tablet.
4	Great tablet for reading books, but the bluetooth is hard to get working and there are much better tablets for games and movies
4	Great value for the price. Easy to navigate and has good picture quality. I bought it to watch Netflix, browse internet, read books on Kindle, and watch YouTube.
4	My 2 years old daughter really likes it. It's friendly and easy to use.
4	Good tablet for kids, only down side is the YouTube for kids app isn't available for the kindle fire
4	Good tablet for kids. Easy to use and kid friendly
4	Good tablet for younger kids as it keeps them occupied in many ways.and great learning tool.
4	My kid love this tablet!! The setup was so easy, and the amazon store has a bunch of educational apps! That my kid can enjoy playing and learning!!
4	My 5 year old granddaughter cannot put her Fire tablet down. My granddaughter plays a variety of games and watches videos. She loves her tablet!
4	My only problem with this tablet is if you don't have internet you lose the pictures of the games you have installed and you have to guess to open them.
4	Ok I purchased this tablet specifically for my two year old for her birthday. So far she loves it but gets tired of the kids included amazon trial videos. So I end up logging into my user account for her to be able to go on YouTube. But she really likes and enjoys her new tablet. Over all it's a good tablet for kids. What had me on purchasing this tablet was the free no question asked replacement warranty. She has dropped it many times but the included foam case has protected the tablet every time.
4	Overall good tablet for kids. My 6 and 3 year olds both enjoy it. Battery doesn't last anywhere near 7 hours though.
4	I love this tablet. I know it's not an iPad or any of the big tablets but it does just what I need it to do. I've had it a few weeks now. I've downloaded videos, read a few books and played some games. I've had zero problems so far. I know it's not the best video, but for the price of the tablet I don't expect it to look like my flat screen TV. I'm trying not to load too many things to keep it from slowing down. So far so good. Browsing the internet is easy too. I'm getting used to the browser and the app store for Amazon. For the price of this tablet it's not too shabby!!!
4	I don't know much about tablets but the sales associate recommended this one for me. It does what I need and more but I just don't know how to use it yet.
4	I don't know much about tablets but the sales associate recommended this one for me. It does what I need and more but I just don't know how to use it yet.
4	My 6 yr old daughter got this tablet from Santa for Christmas. So far she loves it, a little too much perhaps.. I only use it to manage her account/permissions and so far haven't had any issues with it.. Software and HW not quite as refined as apple iPad products, but what can you expect at the lower price point.
4	Got this for my wife for reading Kindle and ordering on Amazon. It is a nice unit, has quick response time and was a good value.
4	I bought this tablet mostly for watching movies. I downloaded movies from Netflix and watch them during indoor bike training at the gym. I love the ability to expand the memory with a microSD card, which iPads do not. It's pretty fast and has all the features I need. I read kindle books with it as well. The drawback is that some apps are not compatible with this device. The iPad is definitely more powerful and compatible with many apps I use, but this is a great tablet for most of my current interests.
4	I've had multiple Amazon Fire tablets. They are a great bargain. I love the ease of use and functionality. The only downfall is that it is really slow to charge.
4	this Amazon fire tab works really well.the syncing aspect is very nice being able to pair it with all my devices.i wish it had Google play.
4	This product my not fully compare to more expensive tablets, but Amazon has made improvements that provide a platform to watch media and read. Further, Amazon has made significant strides to provide a music platform which also improves the value of this tablet.
4	This is a good entry tablet for toddlers. I like the Amazon exchange policy if it breaks.
4	If you are in the Amazon ecosystem, the Fire HD8 is a great choice for an inexpensive tablet. Very responsive, good screen, and so far the battery life has been great. The only drawback of the Fire is the apps are only available from the Amazon App Store, not the Google Play Store. For example, there is no Gmail application to install. But that's not what I use this for... Kindle reading, Netflix viewing, occasional Facebooking and light web browsing are well suited to this device. Can't beat it for $89.
4	So far this tablet has been efficient. It kinda bad is difficult to use and it seems to require a lot of steps to get the kids profiles set up and it actually does not do everything I hoped it would.
4	I was going to have to be face down after eye surgery recently and decided to get a tablet to be able to look at the internet and movies on something other than my phone. While there are ones which have more features (and better software), the Fire HD8 had a good price and was available. It had gotten good reviews, and it performs well, with great battery life. If you're looking for a good, basic tablet, this is a nice option.
4	I was going to have to be face down after eye surgery recently and decided to get a tablet to be able to look at the internet and movies on something other than my phone. While there are ones which have more features (and better software), the Fire HD8 had a good price and was available. It had gotten good reviews, and it performs well, with great battery life. If you're looking for a good, basic tablet, this is a nice option.
4	This is a nice basic tablet for those not wanting to spend a lot of $$. Easy to use, nice HD resolution for games and even watching Netflix etc.
4	Great little tablet to take with you, great for kids
4	I've purchased a number of Kindle Fire products for family over the past several years and continue to use them. Easy to use for even my youngest Grandchildren or my 87 year old Mother-In-Law which they use as a reader and for games. An overall good value.
4	Purchase for a 12 year old. Sturdy, easy to usr. Great price
4	The Amazon Fire HD8 16GB is a excellent value and performs accordingly for it's price-point. It cannot be compared with a mini-ipad at a fraction of the price. The other drawback is the , limited apps as compared to the apple store or even google store. Yes, the google store can be loaded with a little difficulty. All in all for the money, it
4	We bought this for our 3 year old daughter. Great variety of apps, books, and educational videos for her to explore. Love the features that allow us to control her time spent on it. My only complaint is that its processing speed is quite slow getting between different menus but at this price and for a 3-year old I can't complain too much.
4	Most of the time I use the tablet for the Web, reading and email, but when I want to work on a Word doc, pdf, budget and a lot more, I can do it well on the tablet without pulling out my laptop. The screen isn't as sharp as the S2 models but is nice enough and it does not lack anything else.
4	For the most part I like the tablet. Got it for my mother. The con is you have to use Amazon for apps.
4	This tablet has been very satisfactory in functionality. Good cushioning on the outer case (better than another tablet I had purchased previously), still pictures & video are pretty good. No problems with accounts, parental controls & wireless connection. Overall a good tablet for kids.
4	Good reader which is why I bought it. Ads are annoying.
4	I've had my Fire HD 8 two weeks now and I love it. This tablet is a great value.We are Prime Members and that is where this tablet SHINES. I love being able to easily access all of the Prime content as well as movies you can download and watch laterThis has a 1280/800 screen which has some really nice look to it its nice and crisp and very bright infact it is brighter then the ipad pro costing $900 base model. The build on this fire is INSANELY AWESOME running at only 7.7mm thick and the smooth glossy feel on the back it is really amazing to hold its like the futuristic tab in ur hands.
4	so far. A few not so great things, modt of them managed to resolve them though.
4	Got this for my grand niece, she loves it. Can't beat it for the price.
4	Bought it for my 10 yr old granddaughter. Does everything she wants it to do in a tablet.
4	granddaughter loves it! Now my Ipad if free for ME to use
4	good product for youngsters, provides learning and fun together
4	Purchased for the grandkids to use while they are visiting. They never seem to get bored.Tip. Make sure you have it password protected or you may find a rapid run up in charges!
4	BOUGHT FOR MY GRANDKIDS AGES 5-10 AND THEY LOVED IT
4	I love the fact that it can take a lick and keeping on ticking my grandson is a bit rough on things.
4	I love the learning games that he doesn't even realize they are learning games
4	bought as a gift she loves it all kinds of apps easy to use and even easyer with amazon prime
4	Bought it for my daughter. Works great Store personnel did an excellent job
4	Great for the kids to play with and easy to monitor their time spent on it and the content they can access.
4	Great tablet use it for reading and email. Great price!
4	Great!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
4	Haven't had any issues until recently my son's tablet won't charge anymore. Called geek support but they couldn't locate warranty so I'll have to go in
4	I bought these tablets for my niece and nephew who are only 2 and 3 and they love it. My niece who's only 3 has shown my mother a few things. Great products
4	I enjoy my kindle fire had it is easy to use get it
4	I got this for my three year old for Christmas and she loves it!
4	I know my granddaughter will love it. She has an older one that was given to her
4	I like this and the price is right enjoying it now
4	Light weight and easy to use. Very user-friendly. Durable.
4	My 3 yr old has already figured it all out. User friendly and durable with the case. Lots of free content, keeps them busy when need be.
4	My newphew loves it! He's 4 years old and can easily use the tablet.
4	My wife loved her gift. I made the right purchase.
4	She loves it, plays with it everyday all day. Thanks
4	The only reason why I have not given a 5 star review is because sometimes, the unit freezes out of nowhere after I will be reading news articles or after watching Prime/Netflix
4	This is a great amazon fire tablet for kids highly recommend
4	We got this product for our 6 year old. I love the parental controls. Only downfalls I've noticed so far is it takes a long time to charge and there is a lot going on app. Wise on the parent login on this product.
4	Would give 5 stars but THE ADDS!!!!!! Just as functional as my iPad
4	interface isnt as user friendly as other brands but u get used to it.
4	I bought my Fire HD8 as an alternative to carrying around my laptop and having to buy many textbooks for college. The fact that I saved well over $150 on one of the 5 books I had to get this semester was a godsend. Most all undergraduate courses I have seen are offered in eBook form for Kindle. If you do not care about having the constant ability of being on the internet without WiFi or other hotspot, it's a great resource. Pros:Price for this was still less than the money saved for my Biology Book.A lot less weight that 5 college textbooks.So far all books I need for college are available as eBooks through Amazon.A single charge can make it through an 8 hour school day.Cons:If you want/need a network connection, you have to use your phone as a hotspot or connect to another WiFi network. Bottom line, I wanted a cheaper alternative to having to lug over $750 in books around. I came out at well under $500 considering I bought this.
4	I am really enjoying this device, I wanted something to use for entertainment purposes when camping. Something small yet powerful and this works perfect. 5 stars if your a prime member like me that way you can take advantage of the many thing prime has to offer yet still have available almost every other digital services out there. Would and have recommended this product.
4	It matters what preference you prefer with tablets. I mean if you use windows or google more this might not be for you. For me, I use Amazon music, video, books, and shopping so this tablet is awesome. It's made especially for Amazon ecosystem users. Its light and has a nice feel. I live the blue shade option it has for less blue light when reading.
4	Works great with all the Amazon stuff, like Kindle, Alexa, etc.
4	A little slow but overall good first tablet for kids
4	This was a gift for a family member they really enjoy all the options of getting books
4	Very functional for a tablet and e-reader. This was a purchase for my stepmom who broke her previous Kindle. She likes it because the screen is big, ease of use, and you can access the internet. The kids side is good too for the kids but some of the apps like YouTube and YouTube Kids will not play on this because it's an Amazon operating system. Overall I would recommend this to people who like the regular e-readers and want a tablet.
4	I chose this one because of the price and size of screen to use as an ereader. It has not disappointed.
4	Easy operation, great product, not a fan of the shiny screen, hard to see in sunlight
4	Bought this for my 8 year old in place of a Nabi that didn't work out of the package. Great basic tablet for this.
4	Great tablet for the cost, does all the basic functions great. These are email, web surfing, and social media. If you belong to Amazon Prime then it's even better since this thing makes it easy to take advantage of the extra content you can access. Movies, TV Shows, music, books. A lot of this is free for Prime Members. Good idea and business move for Amazon as it encourages Amazon content and purchases. The tablet itself is pretty good, smaller and more narrow than an iPad. Easy to hold in one hand, screen is nice for video, reading, web surfing and email. If the iPad is setting the bar and is a 10, I would give this an 7-8. The weakest thing is the camera, it adequate but you smart phone is better. A feature it has that the iPad lacks is the ability to add an Micro SD Card for extra space. It is also much cheaper than an iPad.
5	Well they are not Duracell but for the price i am happy.
5	Seem to work as well as name brand batteries at a much better price
5	These batteries are very long lasting the price is great.
5	Bought a lot of batteries for Christmas and the AmazonBasics Cell have been good. I haven't noticed a difference between the brand name batteries and the Amazon Basic brand. Just a lot easier to purchase and have arrive at the house and have on hand. Will buy again.
5	ive not had any problame with these batteries have ordered them in the past been very pleased.
5	Well if you are looking for cheap non-rechargeable batteries that last quite a while then these are perfect. Nothing more to say.
5	I find amazon basics batteries to be equal if not superior to name brand ones. Can't believe I didn't start buying them sooner! The packages are large and the price is great too.
5	Use it for my fish tank's light at night and works great, I love how you can easily switch it off and on if you want it on while guests are there.
5	just got em so I can't really comment on how good the do the job, good price, quick delivery but have only put two into one of my keyboards but they can go up to a year so who can say after three days
5	we have many things that need aa battery they are great
5	Thankful that I was able to find on Amazon for a great price and even better shipping. Arrived in perfect condition and did exactly what I needed it to. Great purchase and would purchase again.
5	This was my second purchase of amazon batteries and they work great. Just as good or even better than name brand batteries and half the price. This will be the only way I purchase batteries from now on!
5	They last as long as Duracell batteries in my Xbox one controllers and none of them exploded like some of the reviews said.
5	We've ordered these a few times cause we've been so happy with product. These are good quality. We are also happy with price. I would recommend these.
5	HAVE NOT HAD CHANCE TO USE ALL OF THEM BUT HOPEFULLY ALL OF THEM WILL REMAIN IN GOOD ORDER FOR A REASONABLE AMOUNT OF TIME MEANING A FEW YEARS OUT.
5	Very convenient to have a box of batteries and at a good price. No longer need to compare pricing in stores. Should have done this long time ago.
5	Not much to say about batteries except they work for a good price. Having a hundred let's me share with kids and grand kids.
5	They seem to work okay so far and the price was great.
5	Seem to hold up as well as any name brand and at a much better price
5	Works just as well as every other brand of battery with a better price. Powers all of my sons toys for months at a time.
5	These last as well as Energizer- half the price.
5	3rd purchase of these AA from Amazon, all have expiration of 2027. Ones I've used thus far last as Long as name brands
5	I am 100 satisfied with my purchase of these batteries
5	Seem to work very well at a great price.
5	I buy AAA and AA batteries about 4 - 6 times a year. I made the switch to Amazon batteries about 2 years ago and never looked back. These batteries work just as well as any of the name brands, but at a much more reasonable cost.
5	The 48 packs are the lowest price per AA battery you will find anywhere. I have a device I use for work that needs 8 new AA batteries every working day. These batteries get me through a 12 hour day the same as the expensive batteries. I could switch to rechargeable batteries but the simplicity of just putting in new batteries and not fooling with recharging every night is worth it to me.
5	I definitely love the price and quantity.. My kids go tthrough them to fast. At least these will last a while..
5	They worked and great price.
5	Batteries. Standard AA kind. We use them everyday. They power many things and these work as good or better than any others.
5	Excellent performance and better price.
5	Arrived earlier than expected. Amazon batteries are not only affordable, but have a long life.
5	Excellent
5	Great product!
5	They're batteries!
5	LOVE THESE BATTERIES! BETTER THAN DURACELL AND SAVES ME MONEY! THANK YOU FOR A GREAT PRODUCT AMAZON!
5	Amazon you rock! These work better than name brand batteries and cost nothing. Have the same nice feel of expensive batteries too. Perfect in my opinion, will re purchase!
5	Amazing so far. These AAA's are even more affordable than the brands at WalMart. Will update if they end up not being good.
5	works great
5	I am happy to report that this order is working fine with no issues. I am very satisfied with this order and plan to buy again from same seller. Thank you. Jn
5	NICE PRODUCT
5	Great basic batteries! Fantastic price. I like having a stockpile. When my kids get toys at Christmas I feel like Oprah. YOU get a battery! and YOU get a battery!...
5	Some day we will probably look back and chuckle about 'primitive' batteries like these. But not yet. They are an integral part of our daily lives. We need food, drink, shelter, love, and BATTERIES! You can't beat the price/quality combination.
5	A battery is a battery these work just as good if not better than the name brands like Duracell or Enginzer
5	I like to have a good stock of batteries in my home. I am a repeat purchaser of these and other sizes. So far no performance issues. Lasts like Duracell. They might consider improving the graphics though, not very exciting to look at.
5	These worked out great for his battery powered cars I got him. What a awesome deal.
5	I used to buy batteries from Costco which come under Kirkland brand. I thought of testing Amazon Basics based on my experience of other Amazon Basics products in the past. These batteries are way better than Kirkland, Energizer and Duracell. The cost is nicely placed. Now my kids have more time to play with toys before the need to replace the batteries. A clear thumbs up!
5	Got it and it's already in use.
5	Never purchased these before ... Work well so far
5	I bought the smaller pack last time and didn't realize how quickly it runs out. Very happy with this amount of batteries.
5	Like that I can buy these online and in bulk. Have ordered them several times. A good buy
5	Good deal for rechargeable. They all work and seem to preform well.
5	Good batteries at a good price
5	These batteries are a good value and work well. I have used them in the past and would recommend them to all.
5	A friend advised me to buy my batteries from Amazon. Her family swears by them. I am now using them and agree they are a good buy for the money and I am not worried about running out of batteries or running out to have to buy them.
5	Batteries are pretty much of a commodity as long as they do what they're supposed to do, so I ordered these based on their price -- much cheaper than what you can buy in a store. And these batteries seem to last as long as any of the name brands. A good value.
5	These Amazon batteries seem like a good value.
5	Everyone needs AA batteries. These are fine and a great price!
5	I got tired of running back and forth to the local store to buy a small package of batteries therefore, I decided to order these since the cost for all of these batteries were approximately the same cost for 6 batteries in a pack. The price was right and the batteries are working very well. This is really a bargain.
5	Great buy for the money - these batteries work very well. I've gotten them in the past. The best part is that they are so inexpensive that you can run through them, and not feel like you're running through your bank account!
5	A great deal, and the batteries have a good life to them. I will buy again when I start running low.
5	All I buy now is AmazonBasics when it comes to batteries. They are long lasting and a great price. I have tried the AA, AAA, and 9-volt. As a cheap shopper, I am pleased with their performance and price.
5	Between LeapPads, Xbox controllers and remotes, we use batteries a lot. These have held up great with a comparable lifespan to other household brands.
5	I buy all my batteries here. Great long lasting batteries.
5	You know those crazy cheap batteries that are so light you practically hit yourself in the face when you pick one up These aren't those.I've already purchased a couple sets of these and have been really happy with the quality/lifespan. I'd say they're DEFINTELY comparable to the more expensive name brands. I've happily recommended them to friends and family, and it's so handy always having plenty of AA batteries, especially around birthdays and holidays!
5	My PS3 remote control and my television remote controls work again thanks to these AAA batteries.
5	As a teacher, I need tons of batteries, but I refused to spend excessive amounts on them, so I figured this was the best option! They are long-lasting, worth the money, cute (if that even matters, lol)! You won't find a deal like this in stores!I highly recommend!
5	Lieutenant Dan got me these batteries. So then I got a call from him, saying we dont have to worry about batteries no more. And I said, thats good! One less thing. -Forrest
5	A lot of batteries for the money. So far, all working well.
5	Great Batteries
5	I happen to have remote controls in our house and this item certainly is a must in my living room.
5	You know you need them, so why not get a bunch. I'm the battery guy for the kids toys, so I have to keep them on hand at all times!
5	Worked exactly as they are supposed to, good price, good quality. lasting a nice long time, A good buy.
5	This is a great purchase. My outdoor cameras on my house them. Compared to the leading namebrands, I find these to last longer. I am getting four months per pair of batteries instead of three months with my surveillance cameras.
5	I've been buying AAA alkaline batteries in packages of four at the dollar store and thought I was getting a pretty good deal on the price, but it bothered me to have to throw away so much packaging every time I needed four batteries. Then I was checking out a fellow reviewer's profile and found a review of the AmazonBasics AAA batteries. He (or she, I can't remember) claimed these work as well or better than name brands and are even less expensive than the dollar store deals and with much less waste in the packaging.So I ordered some and his advice was right on the money. I've used them (so far) in small flashlights and in one of my TENS machines. Great performance. The price (which seems to fluctuate) is less than I was paying locally. Best of all, you get 36 batteries in a tiny cardboard box that measures 4 1/4 x 2 1/4 x 2 1/4. There are 9 sealed packages of 4 batteries each, but there's much less waste in the packaging. Amazon claims 10-year, no-leak shelf life for them, but even I use batteries faster than that.I think this is a great product at a great price and I love the packaging. Glad I stumbled onto them.
5	Thats a whole lot of batteries! I ordered the 48 pack of AA batteries and its so much cheaper than a much smaller branded pack from the big chain stores. They arrived packaged well and wrapped nicely, see included pictures for details. I like to keep extra batteries around because most new electronics do not have included batteries these days. I hate getting a device in the mail and scavenging the house for batteries or stealing them from the remote controls. At this price, we can all afford to keep a bunch on hand. Ive tested these on several devices so far and they appear to be comparable to brand name batteries, they last a long time and bring all my electronics to life with renewed vigor. I'll definitely be buying more in the future.
5	of course these are no energizer bunny batteries, but for the price and amount you get, you cant beat it! They come in individual packs of 4, inside a white box to keep them in. I would recommend it
5	A good deal, well packed in reusable package
5	I bought these batteries to use with a battery operated pump that transfers gas from a gas can into the tank of my riding mower. This is a far better way of fueling my mower than trying to lift a five gallon tank and trying to empty it into the mower tank. The pump uses 4 AA batteries and that is the way the Amazon batteries are packaged. Having them bundled in foursomes is convenient. My pump runs perfectly with these batteries.These batteries are said to have a shelf life of ten years so I won't be having to buy more AA batteries for at least that long. The price of these batteries is a genuine bargain and is it highly recommended to get this offer if AA batteries are needed.
5	Seem to work fone for a fraction of the price!
5	Good price. Good product
5	Great battery just as good as the name brands.
5	Great value
5	Perfect and what a deal - very pleased!
5	The batteries works very well. Great quality. You can't beat the price
5	These batteries are as good or better than any brand of alkaline battery on the market today.
5	Great value!
5	Greaatttt deal. This probably the only way I'll be buying batteries at a good price too.
5	Works just as well as any other battery brand we have bought!
5	A+A+A+A+A+ FAST DELIVERY JUST AS DESCRIBE
5	Good price
5	They are batteries, they worked, enough said.....
